Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
NG-13640_CCRF_CEM_lib241217_5826_6_1 - polya	(1, 0.003526918815631794)	(2, 0.008748264820268185)	(3, 0.011672720635365012)	(4, 0.016307292780105367)	(5, 0.019052892391918375)	(6, 0.021481571362824962)	(7, 0.02475118827197828)	(8, 0.029978809932870245)	(9, 0.03801792559625873)	(10, 0.052039624368084555)	(15, 0.06889540950492698)	(20, 0.0864113936798556)	(25, 0.10938468853463017)	(30, 0.12862020252358572)	(35, 0.14203253507299546)	(40, 0.15477902049368894)	(45, 0.17014873022921176)	(50, 0.18483313830162607)	(55, 0.20013444338396313)	(60, 0.21290101090467442)	(65, 0.22875143590937413)	(70, 0.2451691802395776)	(75, 0.26082443233472896)	(80, 0.2739336506869945)	(85, 0.2867190451764726)	(90, 0.3001382809477634)	(95, 0.3175262417350784)	(100, 0.33393771040902626)	(105, 0.3494900417415862)	(110, 0.36367616270730807)	(115, 0.37527106520510395)	(120, 0.3865929766557825)	(125, 0.3992923946545591)	(130, 0.4141236530833538)	(135, 0.42956741556269246)	(140, 0.43811611451403343)
NG-13640_CCRF_CEM_lib241217_5826_6_2 - illumina_universal_adapter	(1, 0.0001506157501337421)	(2, 0.00015375357826152839)	(3, 0.00016002923451710095)	(4, 0.0002478884220951172)	(5, 0.0003263341252897745)	(6, 0.00041733114099557704)	(7, 0.0004738120472957303)	(8, 0.0005302929535958836)	(9, 0.0005742225473848916)	(10, 0.0007700230225587563)	(15, 0.0011948849510610205)	(20, 0.0017804036797059429)	(25, 0.002802708083738717)	(30, 0.004126243988038976)	(35, 0.005880917477097071)	(40, 0.007769262444398862)	(45, 0.009690240824229632)	(50, 0.011880444857424465)	(55, 0.014375018219014565)	(60, 0.017071040146408548)	(65, 0.02000302674901206)	(70, 0.02347534735522037)	(75, 0.028052183462409463)	(80, 0.03434980451487655)	(85, 0.043296380072820835)	(90, 0.05705512884753818)	(95, 0.07895089352323093)	(100, 0.11262543742500786)	(105, 0.16461485654304783)	(110, 0.23978529473792184)	(115, 0.3444613583839959)	(120, 0.48558831625931226)	(125, 0.6690401826190868)	(130, 0.9033085479427347)	(135, 1.1967036362438854)	(140, 1.40306729602713)
NG-13640_CCRF_CEM_lib241217_5826_6_2 - polya	(1, 0.011754304166687454)	(2, 0.016012336936093455)	(3, 0.01755614837496431)	(4, 0.02075045740905076)	(5, 0.022749253926450625)	(6, 0.024490748537372018)	(7, 0.026511509851666393)	(8, 0.03178619893447515)	(9, 0.039539772238235085)	(10, 0.05141582413628064)	(15, 0.0728227151896643)	(20, 0.09208772476302103)	(25, 0.1073714580078425)	(30, 0.1208063829197723)	(35, 0.13444903205376152)	(40, 0.14887488308844624)	(45, 0.16502716715903895)	(50, 0.18248980825579525)	(55, 0.20274950934566022)	(60, 0.21867084926604785)	(65, 0.236159220553452)	(70, 0.25789432842900206)	(75, 0.27633408920475105)	(80, 0.2930160386633141)	(85, 0.3168685529594944)	(90, 0.3365766238644945)	(95, 0.35647986767904294)	(100, 0.37257504327771)	(105, 0.38882836541401744)	(110, 0.40603684243242305)	(115, 0.4236093075136518)	(120, 0.44146731495450914)	(125, 0.46157012463798486)	(130, 0.48234945006581126)	(135, 0.5052537127017744)	(140, 0.5173337234281262)
NG-13640_CMK_lib259808_5981_3_1 - illumina_universal_adapter	(1, 2.4522986666138755e-05)	(2, 2.4522986666138755e-05)	(3, 3.344043636291648e-05)	(4, 5.127533575647194e-05)	(5, 8.248640969519399e-05)	(6, 0.00010700939636133274)	(7, 0.0001382204703000548)	(8, 0.00015605536969361025)	(9, 0.00017834899393555457)	(10, 0.0003058685245994761)	(15, 0.0005546653711395748)	(20, 0.000989391043857489)	(25, 0.0013523312465163425)	(30, 0.0018013248387491014)	(35, 0.002230700041648949)	(40, 0.002848679305635645)	(45, 0.003587044140528841)	(50, 0.004487706559903392)	(55, 0.005435631462670865)	(60, 0.00655432552713163)	(65, 0.007918695330738624)	(70, 0.00974543490112354)	(75, 0.012184357393192248)	(80, 0.015865926500506937)	(85, 0.020999256418457034)	(90, 0.02952968879839461)	(95, 0.041493339311591604)	(100, 0.06074789669687408)	(105, 0.08916335015565631)	(110, 0.13386028327081534)	(115, 0.1974608721256886)	(120, 0.2891505357804421)	(125, 0.4176648079580391)	(130, 0.5887612400552044)	(135, 0.8185162103852885)	(140, 0.9693111765027698)
NG-13640_CMK_lib259808_5981_3_1 - polya	(1, 0.014259002065147589)	(2, 0.020189106113504777)	(3, 0.024531904115835532)	(4, 0.029318345240580978)	(5, 0.032802838709596875)	(6, 0.03574113838468514)	(7, 0.04097568135669366)	(8, 0.046756418122629824)	(9, 0.055693932081225306)	(10, 0.07105111807653106)	(15, 0.0891196546521421)	(20, 0.10464359695677761)	(25, 0.12447065461259321)	(30, 0.14220567856954475)	(35, 0.15641429704390558)	(40, 0.16921128323126644)	(45, 0.18440037529978795)	(50, 0.19810604961125047)	(55, 0.21208638137337377)	(60, 0.22458998346571063)	(65, 0.2550007162941469)	(70, 0.27361633840865524)	(75, 0.28754316547259784)	(80, 0.299694528301912)	(85, 0.31133492126360085)	(90, 0.3235397887910957)	(95, 0.33702475622256295)	(100, 0.3504138610697899)	(105, 0.3638551329977429)	(110, 0.37633599559335307)	(115, 0.38759293821808044)	(120, 0.3986345244326306)	(125, 0.40922890054488736)	(130, 0.421486826898078)	(135, 0.43393603254726465)	(140, 0.4410392271032329)
NG-13640_CMK_lib259808_5981_3_2 - illumina_universal_adapter	(1, 3.121107393872205e-05)	(2, 3.121107393872205e-05)	(3, 4.458724848388864e-05)	(4, 7.57983224226107e-05)	(5, 0.00012038557090649934)	(6, 0.0001538260072694158)	(7, 0.00019172516848072117)	(8, 0.00021178943029847105)	(9, 0.0002430005042371931)	(10, 0.00044631835732372526)	(15, 0.0009385615805858558)	(20, 0.0018303065502636288)	(25, 0.0031086229642967164)	(30, 0.004889437668743229)	(35, 0.006821403145550124)	(40, 0.009172488758105573)	(45, 0.01172778396871723)	(50, 0.014633089079927414)	(55, 0.01769712479574024)	(60, 0.021108941049727402)	(65, 0.024771783512678853)	(70, 0.028986170239376007)	(75, 0.0339268832438757)	(80, 0.0402181440049524)	(85, 0.04776408993836571)	(90, 0.05880968900527944)	(95, 0.07336029167551165)	(100, 0.09493606121686538)	(105, 0.12568877824117303)	(110, 0.17254997639774)	(115, 0.23805488663536017)	(120, 0.3318419344587958)	(125, 0.4630965389282126)	(130, 0.6369288445923493)	(135, 0.868686228251845)	(140, 1.0198998686325897)
NG-13640_CMK_lib259808_5981_3_2 - polya	(1, 0.029828869235721502)	(2, 0.03703862731556629)	(3, 0.040119606185803)	(4, 0.0431626858948284)	(5, 0.046564692954149105)	(6, 0.04884087198925162)	(7, 0.0520132547188803)	(8, 0.058320121016926345)	(9, 0.06817613229428993)	(10, 0.08194155351872086)	(15, 0.105705219343179)	(20, 0.1287942800980759)	(25, 0.14781921315366633)	(30, 0.1654606038888017)	(35, 0.18190081414978115)	(40, 0.1994445588107368)	(45, 0.21905715180134494)	(50, 0.24002787238077222)	(55, 0.264570031563759)	(60, 0.2843734579778782)	(65, 0.30563934614226895)	(70, 0.35639791568881257)	(75, 0.38129365175227664)	(80, 0.40445583559468706)	(85, 0.43334569737733786)	(90, 0.456907382966164)	(95, 0.4824607809447655)	(100, 0.5036303606524309)	(105, 0.52423635753926)	(110, 0.5470427351387691)	(115, 0.5698031878723397)	(120, 0.5930830820507477)	(125, 0.6161676840807961)	(130, 0.6406456376259662)	(135, 0.6668098809087969)	(140, 0.6812151291489716)
NG-13640_CML_T1_lib259818_5981_7_1 - illumina_universal_adapter	(1, 3.8699685997577174e-05)	(2, 4.3252590232586254e-05)	(3, 9.78874410526952e-05)	(4, 0.00020943359481041763)	(5, 0.0003050445837456083)	(6, 0.0003687852430357354)	(7, 0.00045301397138340334)	(8, 0.0005099252743210169)	(9, 0.0005713894814936394)	(10, 0.0008295391516186541)	(15, 0.0012060643318539052)	(20, 0.0016431431384147765)	(25, 0.0020196683186500274)	(30, 0.0024644870624104145)	(35, 0.0029826075643544477)	(40, 0.0036213800285262213)	(45, 0.004404479556947782)	(50, 0.005357857703758684)	(55, 0.006517482412415497)	(60, 0.007917955755104289)	(65, 0.009918046585543776)	(70, 0.012697594621016823)	(75, 0.017043797003756488)	(80, 0.024108538505220073)	(85, 0.035723452499151744)	(90, 0.054505548339834696)	(95, 0.08676742774910903)	(100, 0.13833544227651584)	(105, 0.2217865345808443)	(110, 0.35242073934384227)	(115, 0.5479306424227551)	(120, 0.831232376703654)	(125, 1.223352164524658)	(130, 1.7524337834144756)	(135, 2.429757964196189)	(140, 2.908816368965538)
NG-13640_CML_T1_lib259818_5981_7_1 - polya	(1, 0.0028023125566480882)	(2, 0.008302220872539056)	(3, 0.010988434371194412)	(4, 0.014496447084268907)	(5, 0.016351755560035108)	(6, 0.017699415213597795)	(7, 0.02036514064319561)	(8, 0.024269256024715895)	(9, 0.030258601545870338)	(10, 0.04027817789585482)	(15, 0.05361363440019641)	(20, 0.06961436104371233)	(25, 0.09080858554810309)	(30, 0.10854032638176944)	(35, 0.1214632897624192)	(40, 0.13336594730400345)	(45, 0.14794844427831405)	(50, 0.16092148960554892)	(55, 0.17542157901320582)	(60, 0.186561625095426)	(65, 0.20524401233336226)	(70, 0.2207166020856171)	(75, 0.23422552424131257)	(80, 0.24601208272490407)	(85, 0.2580176359021995)	(90, 0.2697436407594654)	(95, 0.28403247541061794)	(100, 0.29750133200904527)	(105, 0.3103232209156778)	(110, 0.32244623902223646)	(115, 0.33369145719228543)	(120, 0.3452294271046454)	(125, 0.35706652282524554)	(130, 0.37091782337941365)	(135, 0.38544158788909255)	(140, 0.3939969502370982)
NG-13640_CML_T1_lib259818_5981_7_2 - illumina_universal_adapter	(1, 3.4146781762568093e-05)	(2, 3.8699685997577174e-05)	(3, 8.650518046517251e-05)	(4, 0.00019805133422289494)	(5, 0.00029138587104058104)	(6, 0.00035512653033070816)	(7, 0.00043480235444336705)	(8, 0.0004962665616159896)	(9, 0.0005645601251411258)	(10, 0.0008331814750066615)	(15, 0.0012666179581795258)	(20, 0.0018780729969412452)	(25, 0.0026821158848438485)	(30, 0.003833545365877644)	(35, 0.005203058959768376)	(40, 0.006833453966325126)	(45, 0.00863503817211822)	(50, 0.010689308562954317)	(55, 0.01306319283108805)	(60, 0.015712072515016332)	(65, 0.018871788054112635)	(70, 0.022785919824949936)	(75, 0.028236201484679306)	(80, 0.03637315193348754)	(85, 0.04903842093443579)	(90, 0.0688030335090337)	(95, 0.10198687602589737)	(100, 0.15447275604708205)	(105, 0.23891729205548945)	(110, 0.37034142570326145)	(115, 0.5665060364111687)	(120, 0.8509409885561615)	(125, 1.2444662579145125)	(130, 1.7740405010425584)	(135, 2.449472950114625)	(140, 2.9263017976800905)
NG-13640_CML_T1_lib259818_5981_7_2 - polya	(1, 0.015181659171637774)	(2, 0.01924284974926587)	(3, 0.02044481646730827)	(4, 0.021890363561923653)	(5, 0.023194770625253755)	(6, 0.02400518757908537)	(7, 0.02524813043524285)	(8, 0.028655979255147145)	(9, 0.03350482226543181)	(10, 0.040408390956976084)	(15, 0.05485339022338938)	(20, 0.06887496939594684)	(25, 0.08147467657591097)	(30, 0.09344835942356133)	(35, 0.10490938525434972)	(40, 0.11716398229330013)	(45, 0.13195818931453865)	(50, 0.1472363700559586)	(55, 0.16526177321278307)	(60, 0.17864139288820424)	(65, 0.1937165141007428)	(70, 0.22056954327882633)	(75, 0.23827669842962368)	(80, 0.2549799381966015)	(85, 0.27809730944986005)	(90, 0.29486520045697506)	(95, 0.3124539800976621)	(100, 0.3268488974174903)	(105, 0.3408540861348017)	(110, 0.3566403709888487)	(115, 0.3741531171288111)	(120, 0.39261969670600794)	(125, 0.41167542209121494)	(130, 0.43171093246779585)	(135, 0.4537674770342973)	(140, 0.4646443652517341)
NG-13640_CRO_AP2_lib241209_5808_6_1 - illumina_universal_adapter	(1, 0.00011873087969044485)	(2, 0.00011873087969044485)	(3, 0.00015138187160531718)	(4, 0.00022855694340410634)	(5, 0.0002879223832493288)	(6, 0.0003235416471564622)	(7, 0.0003621291830558568)	(8, 0.0004066532629397736)	(9, 0.0004482090708314293)	(10, 0.0005758447664986576)	(15, 0.0007717507179878916)	(20, 0.0009646883974848645)	(25, 0.0012811061918599)	(30, 0.0016562957716817056)	(35, 0.0022469818981416686)	(40, 0.0029902372050038535)	(45, 0.003649787241684275)	(50, 0.004279654558442084)	(55, 0.005032408335679505)	(60, 0.005999471350758178)	(65, 0.007224180374765117)	(70, 0.00884782515453195)	(75, 0.011245001615482031)	(80, 0.014613396672299953)	(85, 0.019893358892134037)	(90, 0.028041859165289264)	(95, 0.04080067949682446)	(100, 0.06026363895008065)	(105, 0.08954801677133042)	(110, 0.13196343623194493)	(115, 0.1924378224934761)	(120, 0.2758634814535687)	(125, 0.38604276953430927)	(130, 0.529210245228243)	(135, 0.7104238440101829)	(140, 0.8380262950310978)
NG-13640_CRO_AP2_lib241209_5808_6_1 - polya	(1, 0.002715968872918926)	(2, 0.006981375725798157)	(3, 0.009789361030477178)	(4, 0.014226927658907554)	(5, 0.016871658004012212)	(6, 0.019703389484629324)	(7, 0.023603698882460437)	(8, 0.028967366372476284)	(9, 0.037049971007403315)	(10, 0.05086608982258193)	(15, 0.06568726553434016)	(20, 0.08023773484040417)	(25, 0.10006104251352085)	(30, 0.11814553645357095)	(35, 0.13139471531822772)	(40, 0.14375638085719838)	(45, 0.1580492041543341)	(50, 0.17155068613833305)	(55, 0.18592840201444746)	(60, 0.19865100942767708)	(65, 0.21566633179611477)	(70, 0.23057240008685165)	(75, 0.24434815040293553)	(80, 0.2567383113530319)	(85, 0.26878830833281514)	(90, 0.2817115709327216)	(95, 0.29650009565256497)	(100, 0.31145603091277185)	(105, 0.32737606091606514)	(110, 0.34197342891960686)	(115, 0.3539640604595449)	(120, 0.36576769086397043)	(125, 0.3779542283553977)	(130, 0.3923723127306069)	(135, 0.40724810464702277)	(140, 0.41556698373253376)
NG-13640_CRO_AP2_lib241209_5808_6_2 - illumina_universal_adapter	(1, 0.00012169915168270597)	(2, 0.00012169915168270597)	(3, 0.00015731841558983944)	(4, 0.0002374617593808897)	(5, 0.0002908906552415899)	(6, 0.00034135127911002897)	(7, 0.00038290708700168465)	(8, 0.0004303994388778626)	(9, 0.00048086006274630164)	(10, 0.0006773596686339879)	(15, 0.0010976669827381627)	(20, 0.0017649345265984627)	(25, 0.003008640491355873)	(30, 0.004635847197513419)	(35, 0.006772409377542974)	(40, 0.009331653489270514)	(45, 0.012032187347829681)	(50, 0.014795648572624786)	(55, 0.01782744158552029)	(60, 0.021113318680953355)	(65, 0.024774979010606674)	(70, 0.028817171809667873)	(75, 0.033504073285448174)	(80, 0.03926667653122392)	(85, 0.04687554495618608)	(90, 0.05717366780613682)	(95, 0.07179418833121819)	(100, 0.09287426236585822)	(105, 0.1235513534058769)	(110, 0.16641913751811205)	(115, 0.22545866109858417)	(120, 0.30563287491835395)	(125, 0.4099326098368238)	(130, 0.543078011976087)	(135, 0.7101175183405817)	(140, 0.8276492161461529)
NG-13640_CRO_AP2_lib241209_5808_6_2 - polya	(1, 0.012407376927651486)	(2, 0.017373295970704344)	(3, 0.01925221214180563)	(4, 0.02216111869422153)	(5, 0.02432795724857215)	(6, 0.026002062652207423)	(7, 0.027946280807138457)	(8, 0.03299827973796689)	(9, 0.03960565319274014)	(10, 0.0502564067553715)	(15, 0.06774130975298484)	(20, 0.08515972345797157)	(25, 0.09932906664022925)	(30, 0.1116687669664572)	(35, 0.1237341989606002)	(40, 0.1368444626960191)	(45, 0.15141155432523978)	(50, 0.16682638443545028)	(55, 0.18437777672569028)	(60, 0.1992126064886129)	(65, 0.21443984180891246)	(70, 0.2379764577443478)	(75, 0.2547709406765612)	(80, 0.27030034608567294)	(85, 0.29122310170472315)	(90, 0.3082022111548552)	(95, 0.32562834236702176)	(100, 0.34037649858777036)	(105, 0.3553330275023757)	(110, 0.37037207437836595)	(115, 0.3854811724733735)	(120, 0.4004976604822225)	(125, 0.4170344974055077)	(130, 0.43353215313849497)	(135, 0.45208147847253316)	(140, 0.4622044732749405)
NG-13640_CRO_AP5_lib227485_5684_6_1 - illumina_universal_adapter	(1, 0.004464579465707604)	(2, 0.0044661269802537765)	(3, 0.004472317038438466)	(4, 0.004478507096623156)	(5, 0.004548145251200918)	(6, 0.00455588282393178)	(7, 0.00456207288211647)	(8, 0.0045713579693935046)	(9, 0.0045806430566705395)	(10, 0.004639448609425094)	(15, 0.004749631645112574)	(20, 0.0049430709633841345)	(25, 0.005316021969011703)	(30, 0.0058037985539652675)	(35, 0.006847442363903988)	(40, 0.008121356338313172)	(45, 0.009180165790804384)	(50, 0.010309851409510294)	(55, 0.0117580155218185)	(60, 0.013813733844954023)	(65, 0.016973758548238228)	(70, 0.021817788580667324)	(75, 0.02954452870970651)	(80, 0.04216884287447237)	(85, 0.06399467853077978)	(90, 0.09944637976613588)	(95, 0.15893748146464454)	(100, 0.25505825247105574)	(105, 0.40726126013366687)	(110, 0.6346753317577158)	(115, 0.9638750061358952)	(120, 1.4120794776234658)	(125, 1.998153567544089)	(130, 2.7380701020375384)	(135, 3.634865614146314)	(140, 4.247857791088879)
NG-13640_CRO_AP5_lib227485_5684_6_1 - polya	(1, 0.006026021642795636)	(2, 0.010520003884880516)	(3, 0.0136305081226872)	(4, 0.017770109533698585)	(5, 0.020458142300400183)	(6, 0.023693995216446835)	(7, 0.028054891207560884)	(8, 0.03437803564322164)	(9, 0.043663122920256515)	(10, 0.058095243577861055)	(15, 0.07417113418641)	(20, 0.09085550751451398)	(25, 0.11406451167219037)	(30, 0.13405128104182643)	(35, 0.14828810536370396)	(40, 0.1610250785874312)	(45, 0.17533773112207124)	(50, 0.18859033619258309)	(55, 0.2025365372826895)	(60, 0.2151060694325208)	(65, 0.282416762132839)	(70, 0.3112017707032841)	(75, 0.32555032557539526)	(80, 0.33782335393818)	(85, 0.3501684964788163)	(90, 0.3634916682126337)	(95, 0.3799030599747929)	(100, 0.39692788650305477)	(105, 0.4150752800831102)	(110, 0.43074788840092665)	(115, 0.4427309125377586)	(120, 0.45482845275100725)	(125, 0.4679269253727204)	(130, 0.48427394052975875)	(135, 0.5019561512372348)	(140, 0.5122211247249061)
NG-13640_CRO_AP5_lib227485_5684_6_2 - illumina_universal_adapter	(1, 0.004493982242084881)	(2, 0.004497077271177226)	(3, 0.004504814843908089)	(4, 0.0045140999311851235)	(5, 0.00458683311485523)	(6, 0.004602308260316955)	(7, 0.004610045833047817)	(8, 0.004627068493055714)	(9, 0.004645638667609784)	(10, 0.0047530361771141545)	(15, 0.004989805902678543)	(20, 0.005469225909082777)	(25, 0.006631099830349074)	(30, 0.008257228115467117)	(35, 0.010689301976231786)	(40, 0.013299340009806291)	(45, 0.015718414748383112)	(50, 0.018259433633198326)	(55, 0.021180831593462728)	(60, 0.024780659930769153)	(65, 0.02947612856676569)	(70, 0.03585126949117783)	(75, 0.04503329229943763)	(80, 0.05917293270781558)	(85, 0.08239338847313363)	(90, 0.11923444826804339)	(95, 0.1803835570513212)	(100, 0.2782545670094535)	(105, 0.4323687551365877)	(110, 0.6618063567812118)	(115, 0.994197315656508)	(120, 1.4467533980479157)	(125, 2.0375118144998026)	(130, 2.7833686383301894)	(135, 3.684581375959559)	(140, 4.297045540938971)
NG-13640_CRO_AP5_lib227485_5684_6_2 - polya	(1, 0.02287381250697542)	(2, 0.027038174150725566)	(3, 0.028717227433322706)	(4, 0.03131086181270778)	(5, 0.033355128528201626)	(6, 0.0350775122180916)	(7, 0.03709082864266199)	(8, 0.0418757436194273)	(9, 0.04865230981711659)	(10, 0.058439410812929825)	(15, 0.07632620294340982)	(20, 0.0929821020038642)	(25, 0.1072690657970378)	(30, 0.11988347586870811)	(35, 0.13231837425302248)	(40, 0.14633514200643433)	(45, 0.1617078420052025)	(50, 0.1786444602043326)	(55, 0.19785716279797314)	(60, 0.2145907470886454)	(65, 0.23299595659209316)	(70, 0.33913502726751577)	(75, 0.3599382653117124)	(80, 0.37789624311131637)	(85, 0.4024020644586853)	(90, 0.4221774433413142)	(95, 0.4425436632776717)	(100, 0.45966288819325013)	(105, 0.4772355348708571)	(110, 0.49593105810316684)	(115, 0.5146460800187583)	(120, 0.5337721217978132)	(125, 0.5546202377638488)	(130, 0.5760465051643345)	(135, 0.600662509547391)	(140, 0.614323039452274)
NG-13640_DAUDI_lib227475_5697_7_1 - illumina_universal_adapter	(1, 9.031389058810104e-05)	(2, 9.322724189739462e-05)	(3, 0.00010488064713456895)	(4, 0.00013984086284609193)	(5, 0.00018062778117620208)	(6, 0.00019228118641337642)	(7, 0.0002097612942691379)	(8, 0.00023598145605278014)	(9, 0.00025054821259924806)	(10, 0.00033794875187805555)	(15, 0.0005144978412212466)	(20, 0.0007935968966515716)	(25, 0.0012288515822600327)	(30, 0.0017643255529081934)	(35, 0.002830612132109644)	(40, 0.0038473717390531043)	(45, 0.004649126019370698)	(50, 0.005541194190276393)	(55, 0.006643023655451224)	(60, 0.008059495062029767)	(65, 0.010164100047863448)	(70, 0.013722467337034628)	(75, 0.020169713784501324)	(80, 0.031267251591862444)	(85, 0.0519543765688943)	(90, 0.08930994972691847)	(95, 0.15545059916128695)	(100, 0.2670476864043013)	(105, 0.4463667901723688)	(110, 0.719588450671325)	(115, 1.111275132789824)	(120, 1.6461827479434579)	(125, 2.3369715555818926)	(130, 3.201576146365139)	(135, 4.241809790148101)	(140, 4.939202582534441)
NG-13640_DAUDI_lib227475_5697_7_1 - polya	(1, 0.004215619344547813)	(2, 0.009214930191295599)	(3, 0.012643944682334145)	(4, 0.017474281153142906)	(5, 0.020524559973973285)	(6, 0.023673892739319646)	(7, 0.028253680997529156)	(8, 0.03393180269934235)	(9, 0.04284665770578071)	(10, 0.05747517730000564)	(15, 0.07460801367969934)	(20, 0.09342534978642658)	(25, 0.12228850387785997)	(30, 0.14762242419321508)	(35, 0.16488461337104143)	(40, 0.17957489601302337)	(45, 0.195936859636278)	(50, 0.21084214760488584)	(55, 0.2266977707705852)	(60, 0.24011258820935844)	(65, 0.25563142796370353)	(70, 0.2731901963048159)	(75, 0.29124831306034127)	(80, 0.3073270989363325)	(85, 0.3224036919619268)	(90, 0.3378968942247501)	(95, 0.3579593966810694)	(100, 0.3767726540959636)	(105, 0.39636435898070116)	(110, 0.41483325827083684)	(115, 0.42920598562010576)	(120, 0.44320405599099966)	(125, 0.457426454412709)	(130, 0.47424989288335573)	(135, 0.49354268792375977)	(140, 0.5042748914769354)
